第一问数据：
final_pop=
5.04233340066616	3.82999998947835
5.04233340066616	3.82999998947835
5.04233340066616	3.82999998947835
5.04226939939107	3.82993854383900
5.04233340066616	3.82999998947835
5.04235210032627	3.83003315978287
5.04233271987767	3.83000013365323
5.04233558380071	3.83000407145042
5.04222161679073	3.82999937204558
5.04233340248918	3.82999997686625
5.04234004629364	3.82997948307899
5.04233340066616	3.82999998947835
5.04234549614595	3.83000527257732
5.04233334650357	3.82999998949541
5.04233340112247	3.83000671261060
5.04233340067670	3.82999998947569
5.04233340066616	3.82996350052665
5.04233289946693	3.82999981512127
5.04235107500467	3.82999998947648
5.04237745529129	3.83001424958245
5.04233340400491	3.82999997247691
5.04233693223982	3.82999915498671
5.04233340067989	3.82999998882919
5.04233579085800	3.83001334414305
5.04233452976484	3.82999717512712
5.04229837987003	3.83001396662950
5.04234157331856	3.82999996497364
5.04235758107438	3.82999141222090
5.04237589920290	3.83000840009225
5.04233294345419	3.83001917075373
5.04234330433083	3.83011550366406
5.04233291227950	3.83000005467094
5.04233340066616	3.82999998947835
5.04239742181605	3.83006153447026
5.04233340066616	3.82999998947835
5.04233356839623	3.82999908960153
5.04232304525967	3.83001808267386
5.04237551526335	3.83001765452101
5.04233635133801	3.82994152618203
5.04236022908085	3.82999510007015
5.04233519995592	3.83000395084454
5.04221133099156	3.82999998884923
5.04237941342048	3.82983800073480
5.04221133035366	3.82999998947835
5.04233340066616	3.83012205979085
5.04208926004116	3.83000384887910
5.04221133035366	3.83005007228113
5.04236576364534	3.83012205908783
5.04221133039469	3.82999998946093
5.04233340066616	3.82987791916585

v1 = 2.52116670033308;
v2 = 0.606166705593901;
